iteration,primary_purpose,autoWorkRatio,mode,tripTotals,tripPercents
4,othmaint,auto_deficient,hov3,187,12.677966101694915
4,othmaint,auto_deficient,ride_hail,35,2.3728813559322033
4,othmaint,auto_deficient,ride_hail_pooled,2,0.13559322033898305
4,othmaint,auto_deficient,walk,393,26.644067796610173
4,othmaint,auto_deficient,walk_transit,123,8.3389830508474585
4,othmaint,auto_sufficient,bike,837,3.150050807271085
4,othmaint,auto_sufficient,bike_transit,241,0.9070038764066087
4,othmaint,auto_sufficient,car,15242,57.363290805765686
4,othmaint,auto_sufficient,drive_transit,44,0.1655940687215385
4,othmaint,auto_sufficient,hov2,1990,7.489368108087765
4,othmaint,auto_sufficient,hov3,3283,12.355575627563885
4,othmaint,auto_sufficient,ride_hail,233,0.8768958639117835
4,othmaint,auto_sufficient,ride_hail_pooled,91,0.3424786421286365
4,othmaint,auto_sufficient,walk,3724,14.015279816341122
4,othmaint,auto_sufficient,walk_transit,886,3.334462383801889
4,othmaint,no_auto,bike,1253,17.05225911812738
4,othmaint,no_auto,bike_transit,347,4.7223734349482855
4,othmaint,no_auto,hov2,546,7.430593358737071
4,othmaint,no_auto,hov3,145,1.9733260751224824
4,othmaint,no_auto,ride_hail,139,1.8916712030484486
4,othmaint,no_auto,ride_hail_pooled,18,0.24496461622210125
4,othmaint,no_auto,walk,2024,27.54491017964072
4,othmaint,no_auto,walk_transit,2876,39.13990201415351
4,school,auto_deficient,bike,302,6.024336724516258
4,school,auto_deficient,bike_transit,69,1.3764213046080191
4,school,auto_deficient,car,501,9.994015559545183
4,school,auto_deficient,drive_transit,38,0.7580291242768801
4,school,auto_deficient,hov2,552,11.011370436864153
4,school,auto_deficient,hov3,1794,35.7869539198085
4,school,auto_deficient,ride_hail,6,0.11968880909634949
4,school,auto_deficient,ride_hail_pooled,5,0.0997406742469579
4,school,auto_deficient,walk,1239,24.71573907839617
4,school,auto_deficient,walk_transit,507,10.113704368641532
4,school,auto_sufficient,bike,2696,4.4017763845350055
4,school,auto_sufficient,bike_transit,324,0.5289968652037618
4,school,auto_sufficient,car,5068,8.274555903866249
4,school,auto_sufficient,drive_transit,154,0.2514367816091954
4,school,auto_sufficient,hov2,9896,16.157262277951933
4,school,auto_sufficient,hov3,31921,52.11762016718914
4,school,auto_sufficient,ride_hail,43,0.07020637408568443
4,school,auto_sufficient,ride_hail_pooled,23,0.03755224660397074
4,school,auto_sufficient,ride_hail_transit,2,0.003265412748171369
4,school,auto_sufficient,walk,8997,14.689459247648903
4,school,auto_sufficient,walk_transit,2124,3.467868338557994
4,school,no_auto,bike,159,0.813757101182251
4,school,no_auto,bike_transit,801,4.099493321050208
4,school,no_auto,hov2,1415,7.241926403603051
4,school,no_auto,hov3,726,3.715645631813296
4,school,no_auto,ride_hail,2,0.010235938379650955
4,school,no_auto,walk,8772,44.894825733149084
4,school,no_auto,walk_transit,7664,39.22411587082246
4,shopping,auto_deficient,bike,260,9.36936936936937
4,shopping,auto_deficient,bike_transit,60,2.1621621621621623
4,shopping,auto_deficient,car,769,27.71171171171171
4,shopping,auto_deficient,drive_transit,12,0.43243243243243246
4,shopping,auto_deficient,hov2,285,10.27027027027027
4,shopping,auto_deficient,hov3,232,8.36036036036036
4,shopping,auto_deficient,ride_hail,33,1.1891891891891893
4,shopping,auto_deficient,walk,870,31.351351351351354
4,shopping,auto_deficient,walk_transit,254,9.153153153153152
4,shopping,auto_sufficient,bike,1784,3.437710762115811
4,shopping,auto_sufficient,bike_transit,471,0.9076018884285577
4,shopping,auto_sufficient,car,29097,56.06898545139224
4,shopping,auto_sufficient,drive_transit,79,0.1522304653627517
4,shopping,auto_sufficient,hov2,4627,8.916080547258888
4,shopping,auto_sufficient,hov3,6353,12.242027170247615
4,shopping,auto_sufficient,ride_hail,423,0.815107428461316
4,shopping,auto_sufficient,ride_hail_pooled,169,0.3256575778013296
4,shopping,auto_sufficient,walk,7068,13.619809230176315
4,shopping,auto_sufficient,walk_transit,1824,3.5147894787551786
4,shopping,no_auto,bike,1505,10.523003775695706
4,shopping,no_auto,bike_transit,641,4.481890644665082
4,shopping,no_auto,hov2,1323,9.250454481890644
4,shopping,no_auto,hov3,342,2.3912739476996223
4,shopping,no_auto,ride_hail,167,1.1676688575024472
4,shopping,no_auto,ride_hail_pooled,72,0.503426094252552
4,shopping,no_auto,walk,4962,34.69444832890505
4,shopping,no_auto,walk_transit,5290,36.9878338693889
4,social,auto_deficient,bike,57,7.949790794979079
4,social,auto_deficient,bike_transit,13,1.813110181311018
4,social,auto_deficient,car,162,22.594142259414227
4,social,auto_deficient,drive_transit,2,0.2789400278940028
4,social,auto_deficient,hov2,65,9.06555090655509
4,social,auto_deficient,hov3,123,17.154811715481173
4,social,auto_deficient,ride_hail,3,0.41841004184100417
4,social,auto_deficient,ride_hail_pooled,2,0.2789400278940028
4,social,auto_deficient,walk,210,29.288702928870293
4,social,auto_deficient,walk_transit,80,11.157601115760112
4,social,auto_sufficient,bike,473,3.6909871244635193
4,social,auto_sufficient,bike_transit,131,1.0222395630120953
4,social,auto_sufficient,car,6325,49.35622317596567
4,social,auto_sufficient,drive_transit,23,0.17947717518532968
4,social,auto_sufficient,hov2,891,6.9527896995708165
4,social,auto_sufficient,hov3,2169,16.925477955520872
4,social,auto_sufficient,ride_hail,95,0.74131876706984
4,social,auto_sufficient,ride_hail_pooled,14,0.1092469761997659
4,social,auto_sufficient,walk,2265,17.674600078033553
4,social,auto_sufficient,walk_transit,429,3.347639484978541
4,social,no_auto,bike,493,13.224248927038627
4,social,no_auto,bike_transit,168,4.506437768240343
4,social,no_auto,hov2,362,9.71030042918455
4,social,no_auto,hov3,67,1.7972103004291844
4,social,no_auto,ride_hail,55,1.4753218884120172
4,social,no_auto,ride_hail_pooled,4,0.1072961373390558
4,social,no_auto,walk,1577,42.30150214592275
4,social,no_auto,walk_transit,1002,26.87768240343348
4,univ,auto_deficient,bike,31,2.8890959925442683
4,univ,auto_deficient,bike_transit,9,0.8387698042870456
4,univ,auto_deficient,car,266,24.79030754892824
4,univ,auto_deficient,drive_transit,8,0.7455731593662628
4,univ,auto_deficient,hov2,159,14.818266542404473
4,univ,auto_deficient,hov3,92,8.574091332712023
4,univ,auto_deficient,ride_hail,2,0.1863932898415657
4,univ,auto_deficient,ride_hail_pooled,1,0.09319664492078285
4,univ,auto_deficient,walk,291,27.12022367194781
4,univ,auto_deficient,walk_transit,214,19.94408201304753
4,univ,auto_sufficient,bike,326,3.8258420373195636
4,univ,auto_sufficient,bike_transit,74,0.8684426710479991
4,univ,auto_sufficient,car,3697,43.386926417087196
4,univ,auto_sufficient,drive_transit,148,1.7368853420959982
4,univ,auto_sufficient,hov2,1141,13.39044713061847
4,univ,auto_sufficient,hov3,848,9.951883581739231
4,univ,auto_sufficient,ride_hail,35,0.41074991198216176
4,univ,auto_sufficient,ride_hail_pooled,17,0.1995071001056214
4,univ,auto_sufficient,walk,1373,16.11313226147166
4,univ,auto_sufficient,walk_transit,862,10.116183546532097
4,univ,no_auto,bike,310,7.633587786259542
4,univ,no_auto,bike_transit,132,3.2504309283427726
4,univ,no_auto,hov2,339,8.347697611425756
4,univ,no_auto,hov3,60,1.4774686037921694
4,univ,no_auto,ride_hail,15,0.36936715094804234
4,univ,no_auto,ride_hail_pooled,1,0.02462447672986949
4,univ,no_auto,walk,808,19.896577197734548
4,univ,no_auto,walk_transit,2396,59.0002462447673
4,work,auto_deficient,bike,828,6.022256164084661
4,work,auto_deficient,bike_transit,198,1.4401047348898102
4,work,auto_deficient,car,4476,32.55509491599389
4,work,auto_deficient,drive_transit,127,0.9237035420757874
4,work,auto_deficient,hov2,2207,16.05207651465561
4,work,auto_deficient,hov3,1335,9.709797076150993
4,work,auto_deficient,ride_hail,40,0.2909302494726889
4,work,auto_deficient,ride_hail_pooled,42,0.30547676194632334
4,work,auto_deficient,walk,3064,22.285257109607972
4,work,auto_deficient,walk_transit,1432,10.415302931122264
4,work,auto_sufficient,bike,2568,2.2488834398809003
4,work,auto_sufficient,bike_transit,505,0.4422453805061739
4,work,auto_sufficient,car,72028,63.07732726158157
4,work,auto_sufficient,drive_transit,1000,0.8757334267448988
4,work,auto_sufficient,hov2,12519,10.963306769419388
4,work,auto_sufficient,hov3,9889,8.660127857080305
4,work,auto_sufficient,ride_hail,172,0.15062614940012262
4,work,auto_sufficient,ride_hail_pooled,38,0.033277870216306155
4,work,auto_sufficient,walk,11449,10.026272002802347
4,work,auto_sufficient,walk_transit,4022,3.522199842367983
4,work,no_auto,bike,2966,7.478190711512278
4,work,no_auto,bike_transit,1624,4.094599364631133
4,work,no_auto,hov2,6663,16.799455398114063
4,work,no_auto,hov3,2800,7.059654076950229
4,work,no_auto,ride_hail,520,1.311078614290757
4,work,no_auto,ride_hail_pooled,55,0.13867177651152235
4,work,no_auto,walk,9379,23.647319852755786
4,work,no_auto,walk_transit,15655,39.47103020523423
5,atwork,auto_deficient,bike,154,5.35279805352798
5,atwork,auto_deficient,bike_transit,21,0.7299270072992701
5,atwork,auto_deficient,car,1169,40.632603406326034
5,atwork,auto_deficient,drive_transit,12,0.4171011470281543
5,atwork,auto_deficient,hov2,421,14.633298574904414
5,atwork,auto_deficient,hov3,272,9.454292665971497
5,atwork,auto_deficient,ride_hail,13,0.45185957594716714
5,atwork,auto_deficient,ride_hail_pooled,1,0.03475842891901286
5,atwork,auto_deficient,walk,539,18.734793187347933
5,atwork,auto_deficient,walk_transit,275,9.558567952728536
5,atwork,auto_sufficient,bike,648,2.522382249902686
5,atwork,auto_sufficient,bike_transit,48,0.18684312962242117
5,atwork,auto_sufficient,car,15311,59.59906578435189
5,atwork,auto_sufficient,drive_transit,138,0.5371739976644608
5,atwork,auto_sufficient,hov2,3478,13.538341767224601
5,atwork,auto_sufficient,hov3,2500,9.73141300116777
5,atwork,auto_sufficient,ride_hail,28,0.10899182561307902
5,atwork,auto_sufficient,ride_hail_pooled,7,0.027247956403269755
5,atwork,auto_sufficient,walk,2488,9.684702218762165
5,atwork,auto_sufficient,walk_transit,1044,4.063838069287661
5,atwork,no_auto,bike,404,6.149162861491629
5,atwork,no_auto,bike_transit,128,1.9482496194824963
5,atwork,no_auto,hov2,1048,15.951293759512938
5,atwork,no_auto,hov3,545,8.295281582952816
5,atwork,no_auto,ride_hail,136,2.070015220700152
5,atwork,no_auto,ride_hail_pooled,11,0.167427701674277
5,atwork,no_auto,walk,1908,29.041095890410958
5,atwork,no_auto,walk_transit,2390,36.37747336377473
5,eatout,auto_deficient,bike,95,7.9831932773109235
5,eatout,auto_deficient,bike_transit,9,0.7563025210084033
5,eatout,auto_deficient,car,345,28.991596638655466
5,eatout,auto_deficient,drive_transit,9,0.7563025210084033
5,eatout,auto_deficient,hov2,150,12.605042016806722
5,eatout,auto_deficient,hov3,138,11.596638655462185
5,eatout,auto_deficient,ride_hail,12,1.0084033613445378
5,eatout,auto_deficient,walk,326,27.39495798319328
5,eatout,auto_deficient,walk_transit,106,8.907563025210084
5,eatout,auto_sufficient,bike,767,4.439685112294513
5,eatout,auto_sufficient,bike_transit,184,1.0650613567955545
5,eatout,auto_sufficient,car,8250,47.754109747626764
5,eatout,auto_sufficient,drive_transit,61,0.35309099328548277
5,eatout,auto_sufficient,hov2,1668,9.655012734429267
5,eatout,auto_sufficient,hov3,3137,18.158138457976385
5,eatout,auto_sufficient,ride_hail,88,0.5093771706413521
5,eatout,auto_sufficient,ride_hail_pooled,60,0.3473026163463765
5,eatout,auto_sufficient,walk,2478,14.343598055105348
5,eatout,auto_sufficient,walk_transit,583,3.374623755498958
5,eatout,no_auto,bike,364,6.0155346223764665
5,eatout,no_auto,bike_transit,252,4.1646008924144775
5,eatout,no_auto,hov2,799,13.204429019996693
5,eatout,no_auto,hov3,380,6.279953726656751
5,eatout,no_auto,ride_hail,73,1.2064121632787967
5,eatout,no_auto,ride_hail_pooled,6,0.09915716410510658
5,eatout,no_auto,walk,2105,34.7876384068749
5,eatout,no_auto,walk_transit,2072,34.24227400429681
5,escort,auto_deficient,bike,174,8.014739751266697
5,escort,auto_deficient,bike_transit,30,1.381851681252879
5,escort,auto_deficient,car,755,34.77660064486412
5,escort,auto_deficient,drive_transit,3,0.1381851681252879
5,escort,auto_deficient,hov2,225,10.36388760939659
5,escort,auto_deficient,hov3,245,11.285122063565177
5,escort,auto_deficient,ride_hail,7,0.32243205895900506
5,escort,auto_deficient,ride_hail_pooled,12,0.5527406725011516
5,escort,auto_deficient,walk,504,23.215108245048366
5,escort,auto_deficient,walk_transit,216,9.949332105020728
5,escort,auto_sufficient,bike,2193,5.597672103530132
5,escort,auto_sufficient,bike_transit,434,1.1077928376343262
5,escort,auto_sufficient,car,17290,44.13303724123848
5,escort,auto_sufficient,drive_transit,39,0.09954820430354545
5,escort,auto_sufficient,hov2,4229,10.794598871787016
5,escort,auto_sufficient,hov3,6558,16.739413431350027
5,escort,auto_sufficient,ride_hail,372,0.9495367179722797
5,escort,auto_sufficient,ride_hail_pooled,38,0.09699568624448018
5,escort,auto_sufficient,walk,6627,16.91553717742553
5,escort,auto_sufficient,walk_transit,1397,3.565867728514179
5,escort,no_auto,bike,146,11.578112609040444
5,escort,no_auto,bike_transit,47,3.7272006344171293
5,escort,no_auto,hov2,163,12.926249008723238
5,escort,no_auto,hov3,77,6.106264869151467
5,escort,no_auto,ride_hail,22,1.7446471054718478
5,escort,no_auto,ride_hail_pooled,7,0.5551149881046789
5,escort,no_auto,walk,496,39.33386201427439
5,escort,no_auto,walk_transit,303,24.028548770816812
5,othdiscr,auto_deficient,bike,243,10.210084033613445
5,othdiscr,auto_deficient,bike_transit,41,1.7226890756302522
5,othdiscr,auto_deficient,car,612,25.71428571428571
5,othdiscr,auto_deficient,drive_transit,3,0.12605042016806722
5,othdiscr,auto_deficient,hov2,264,11.092436974789916
5,othdiscr,auto_deficient,hov3,327,13.739495798319329
5,othdiscr,auto_deficient,ride_hail,9,0.37815126050420167
5,othdiscr,auto_deficient,ride_hail_pooled,2,0.08403361344537816
5,othdiscr,auto_deficient,walk,681,28.61344537815126
5,othdiscr,auto_deficient,walk_transit,198,8.319327731092436
5,othdiscr,auto_sufficient,bike,2154,5.175023424548927
5,othdiscr,auto_sufficient,bike_transit,283,0.6799125483506715
5,othdiscr,auto_sufficient,car,20159,48.432357110251544
5,othdiscr,auto_sufficient,drive_transit,167,0.401220479062057
5,othdiscr,auto_sufficient,hov2,4639,11.145280253705883
5,othdiscr,auto_sufficient,hov3,6665,16.012781394901857
5,othdiscr,auto_sufficient,ride_hail,263,0.6318621915767725
5,othdiscr,auto_sufficient,ride_hail_pooled,80,0.19220142709559618
5,othdiscr,auto_sufficient,walk,5892,14.155635105590658
5,othdiscr,auto_sufficient,walk_transit,1321,3.173726064916032
5,othdiscr,no_auto,bike,903,7.2758037225042305
5,othdiscr,no_auto,bike_transit,579,4.665216340343243
5,othdiscr,no_auto,hov2,1604,12.924019015389574
5,othdiscr,no_auto,hov3,1058,8.524695834340504
5,othdiscr,no_auto,ride_hail,235,1.893481588913061
5,othdiscr,no_auto,ride_hail_pooled,31,0.24977842236725487
5,othdiscr,no_auto,walk,4510,36.33873177020385
5,othdiscr,no_auto,walk_transit,3491,28.12827330593828
5,othmaint,auto_deficient,bike,136,9.220338983050848
5,othmaint,auto_deficient,bike_transit,29,1.966101694915254
5,othmaint,auto_deficient,car,494,33.49152542372881
5,othmaint,auto_deficient,drive_transit,5,0.3389830508474576
5,othmaint,auto_deficient,hov2,144,9.76271186440678
5,othmaint,auto_deficient,hov3,157,10.64406779661017
5,othmaint,auto_deficient,ride_hail,10,0.6779661016949152
5,othmaint,auto_deficient,ride_hail_pooled,9,0.6101694915254238
5,othmaint,auto_deficient,walk,366,24.8135593220339
5,othmaint,auto_deficient,walk_transit,125,8.47457627118644
5,othmaint,auto_sufficient,bike,996,3.7495764785604035
5,othmaint,auto_sufficient,bike_transit,242,0.9110416745096562
5,othmaint,auto_sufficient,car,15050,56.657757030455905
5,othmaint,auto_sufficient,drive_transit,69,0.25975981628581113
5,othmaint,auto_sufficient,hov2,2095,7.886910364040206
5,othmaint,auto_sufficient,hov3,3115,11.726838083047848
5,othmaint,auto_sufficient,ride_hail,197,0.7416330986710838
5,othmaint,auto_sufficient,ride_hail_pooled,93,0.3501110567330497
5,othmaint,auto_sufficient,walk,3786,14.252908180551897
5,othmaint,auto_sufficient,walk_transit,920,3.463464217144148
5,othmaint,no_auto,bike,1311,17.839161790719828
5,othmaint,no_auto,bike_transit,293,3.986936998231052
5,othmaint,no_auto,hov2,501,6.8172540481698185
5,othmaint,no_auto,hov3,202,2.7486732888828413
5,othmaint,no_auto,ride_hail,122,1.6600898081371613
5,othmaint,no_auto,ride_hail_pooled,49,0.6667573819567287
5,othmaint,no_auto,walk,2067,28.1262756837665
5,othmaint,no_auto,walk_transit,2804,38.15485100013608
5,school,auto_deficient,bike,377,7.520446838220626
5,school,auto_deficient,bike_transit,53,1.057251147017754
5,school,auto_deficient,car,463,9.235986435268302
5,school,auto_deficient,drive_transit,34,0.6782365848793137
5,school,auto_deficient,hov2,548,10.931577897466587
5,school,auto_deficient,hov3,1865,37.2032714941153
5,school,auto_deficient,ride_hail,5,0.0997406742469579
5,school,auto_deficient,ride_hail_pooled,1,0.01994813484939158
5,school,auto_deficient,walk,1116,22.262118491921004
5,school,auto_deficient,walk_transit,551,10.991422302014762
5,school,auto_sufficient,bike,3084,5.0356775468216775
5,school,auto_sufficient,bike_transit,283,0.46209362702676227
5,school,auto_sufficient,car,4630,7.560047678918407
5,school,auto_sufficient,drive_transit,153,0.24982446973531666
5,school,auto_sufficient,hov2,10417,17.00929085773068
5,school,auto_sufficient,hov3,31785,51.899808957758445
5,school,auto_sufficient,ride_hail,35,0.05714938850154304
5,school,auto_sufficient,ride_hail_pooled,20,0.03265679342945316
5,school,auto_sufficient,walk,8495,13.870973009160231
5,school,auto_sufficient,walk_transit,2341,3.822477670917493
5,school,no_auto,bike,385,1.970418138082809
5,school,no_auto,bike_transit,784,4.012487844823174
5,school,no_auto,hov2,1257,6.433287271610625
5,school,no_auto,hov3,805,4.11996519780951
5,school,no_auto,ride_hail,1,0.005117969189825477
5,school,no_auto,walk,8466,43.32872716106249
5,school,no_auto,walk_transit,7841,40.129996417421566
5,shopping,auto_deficient,bike,261,9.408795962509013
5,shopping,auto_deficient,bike_transit,46,1.658255227108868
5,shopping,auto_deficient,car,815,29.37995674116799
5,shopping,auto_deficient,drive_transit,8,0.2883922134102379
5,shopping,auto_deficient,hov2,295,10.634462869502523
5,shopping,auto_deficient,hov3,237,8.543619322278298
5,shopping,auto_deficient,ride_hail,34,1.225666906993511
5,shopping,auto_deficient,walk,800,28.83922134102379
5,shopping,auto_deficient,walk_transit,278,10.021629416005768
5,shopping,auto_sufficient,bike,2102,4.04947214302227
5,shopping,auto_sufficient,bike_transit,460,0.8861832472836556
5,shopping,auto_sufficient,car,28930,55.73322031286122
5,shopping,auto_sufficient,drive_transit,85,0.1637512522154581
5,shopping,auto_sufficient,hov2,4609,8.879170840718194
5,shopping,auto_sufficient,hov3,6314,12.163828311628265
5,shopping,auto_sufficient,ride_hail,403,0.7763735840332897
5,shopping,auto_sufficient,ride_hail_pooled,176,0.33906141635200737
5,shopping,auto_sufficient,walk,7013,13.510441550435386
5,shopping,auto_sufficient,walk_transit,1816,3.4984973414502583
5,shopping,no_auto,bike,1584,11.068408916218294
5,shopping,no_auto,bike_transit,674,4.709663894906017
5,shopping,no_auto,hov2,1343,9.384389630354272
5,shopping,no_auto,hov3,367,2.5644609041995667
5,shopping,no_auto,ride_hail,340,2.375794843127664
5,shopping,no_auto,ride_hail_pooled,28,0.1956536929634547
5,shopping,no_auto,walk,4750,33.19125148487178
5,shopping,no_auto,walk_transit,5225,36.51037663335895
5,social,auto_deficient,bike,57,7.938718662952645
5,social,auto_deficient,bike_transit,15,2.0891364902506964
5,social,auto_deficient,car,172,23.955431754874652
5,social,auto_deficient,drive_transit,1,0.1392757660167131
5,social,auto_deficient,hov2,53,7.381615598885793
5,social,auto_deficient,hov3,128,17.827298050139277
5,social,auto_deficient,ride_hail,8,1.1142061281337048
5,social,auto_deficient,walk,212,29.526462395543174
5,social,auto_deficient,walk_transit,72,10.027855153203342
5,social,auto_sufficient,bike,650,5.070202808112325
5,social,auto_sufficient,bike_transit,116,0.9048361934477379
5,social,auto_sufficient,car,6374,49.719188767550705
5,social,auto_sufficient,drive_transit,27,0.21060842433697347
5,social,auto_sufficient,hov2,887,6.918876755070203
5,social,auto_sufficient,hov3,2111,16.466458658346333
5,social,auto_sufficient,ride_hail,47,0.3666146645865835
5,social,auto_sufficient,ride_hail_pooled,52,0.40561622464898595
5,social,auto_sufficient,walk,2128,16.599063962558503
5,social,auto_sufficient,walk_transit,428,3.338533541341654
5,social,no_auto,bike,536,14.377682403433475
5,social,no_auto,bike_transit,152,4.07725321888412
5,social,no_auto,hov2,342,9.17381974248927
5,social,no_auto,hov3,67,1.7972103004291844
5,social,no_auto,ride_hail,59,1.582618025751073
5,social,no_auto,ride_hail_pooled,13,0.3487124463519313
5,social,no_auto,walk,1538,41.25536480686695
5,social,no_auto,walk_transit,1021,27.38733905579399
5,univ,auto_deficient,bike,39,3.6346691519105314
5,univ,auto_deficient,bike_transit,10,0.9319664492078285
5,univ,auto_deficient,car,318,29.636533084808946
5,univ,auto_deficient,drive_transit,7,0.65237651444548
5,univ,auto_deficient,hov2,111,10.344827586206897
5,univ,auto_deficient,hov3,83,7.7353215284249766
5,univ,auto_deficient,ride_hail,2,0.1863932898415657
5,univ,auto_deficient,ride_hail_pooled,6,0.5591798695246971
5,univ,auto_deficient,walk,295,27.49301025163094
5,univ,auto_deficient,walk_transit,202,18.825722273998135
5,univ,auto_sufficient,bike,290,3.4013605442176873
5,univ,auto_sufficient,bike_transit,69,0.8092892329345531
5,univ,auto_sufficient,car,3721,43.64297443115177
5,univ,auto_sufficient,drive_transit,184,2.158104621158808
5,univ,auto_sufficient,hov2,1042,12.221440300258033
5,univ,auto_sufficient,hov3,871,10.215810462115881
5,univ,auto_sufficient,ride_hail,59,0.692000938306357
5,univ,auto_sufficient,ride_hail_pooled,19,0.2228477597935726
5,univ,auto_sufficient,walk,1419,16.643209007741028
5,univ,auto_sufficient,walk_transit,852,9.992962702322309
5,univ,no_auto,bike,317,7.805959123368629
5,univ,no_auto,bike_transit,154,3.7921694163999016
5,univ,no_auto,hov2,376,9.25880325043093
5,univ,no_auto,hov3,56,1.3789706968726916
5,univ,no_auto,ride_hail,21,0.5171140113272593
5,univ,no_auto,walk,796,19.601083476976115
5,univ,no_auto,walk_transit,2341,57.645900024624474
5,work,auto_deficient,bike,863,6.27362605408549
5,work,auto_deficient,bike_transit,181,1.3157894736842104
5,work,auto_deficient,car,4722,34.32683919744112
5,work,auto_deficient,drive_transit,128,0.9305030532131433
5,work,auto_deficient,hov2,2049,14.895318406513521
5,work,auto_deficient,hov3,1315,9.559464960744403
5,work,auto_deficient,ride_hail,64,0.46525152660657165
5,work,auto_deficient,ride_hail_pooled,4,0.02907822041291073
5,work,auto_deficient,walk,2979,21.656004652515264
5,work,auto_deficient,walk_transit,1451,10.548124454783366
5,work,auto_sufficient,bike,2922,2.559072358165035
5,work,auto_sufficient,bike_transit,439,0.3844739100733916
5,work,auto_sufficient,car,72250,63.276173127112855
5,work,auto_sufficient,drive_transit,1312,1.1490427563013434
5,work,auto_sufficient,hov2,11720,10.264314865740658
5,work,auto_sufficient,hov3,9683,8.480320891208772
5,work,auto_sufficient,ride_hail,153,0.133996601916239
5,work,auto_sufficient,ride_hail_pooled,37,0.03240440699935191
5,work,auto_sufficient,walk,11586,10.14695836471598
5,work,auto_sufficient,walk_transit,4080,3.573242717766373
5,work,no_auto,bike,3369,8.49663312400696
5,work,no_auto,bike_transit,1602,4.040251191647122
5,work,no_auto,hov2,5581,14.075307054046556
5,work,no_auto,hov3,3511,8.854757761468814
5,work,no_auto,ride_hail,957,2.4135582961337674
5,work,no_auto,ride_hail_pooled,66,0.16645229628508737
5,work,no_auto,walk,9213,23.235227358704698
5,work,no_auto,walk_transit,15352,38.71781291770699
6,atwork,auto_deficient,bike,152,5.283281195689955
6,atwork,auto_deficient,bike_transit,24,0.8342022940563086
6,atwork,auto_deficient,car,1041,36.183524504692386
6,atwork,auto_deficient,drive_transit,15,0.5213764337851928
6,atwork,auto_deficient,hov2,458,15.91936044490789
6,atwork,auto_deficient,hov3,329,11.435523114355231
6,atwork,auto_deficient,ride_hail,11,0.3823427181091415
6,atwork,auto_deficient,ride_hail_pooled,5,0.1737921445950643
6,atwork,auto_deficient,walk,569,19.777546054918318
6,atwork,auto_deficient,walk_transit,273,9.48905109489051
6,atwork,auto_sufficient,bike,704,2.740899357601713
6,atwork,auto_sufficient,bike_transit,44,0.17130620985010706
6,atwork,auto_sufficient,car,14443,56.231263383297645
6,atwork,auto_sufficient,drive_transit,155,0.6034650574265136
6,atwork,auto_sufficient,hov2,3904,15.199532801245862
6,atwork,auto_sufficient,hov3,2861,11.138796963208097
6,atwork,auto_sufficient,ride_hail,52,0.20245279345921743
6,atwork,auto_sufficient,ride_hail_pooled,9,0.035039906560249176
6,atwork,auto_sufficient,walk,2502,9.74109402374927
6,atwork,auto_sufficient,walk_transit,1011,3.9361495036013237
6,atwork,no_auto,bike,461,7.016742770167427
6,atwork,no_auto,bike_transit,139,2.1156773211567734
6,atwork,no_auto,hov2,1056,16.073059360730593
6,atwork,no_auto,hov3,469,7.138508371385084
6,atwork,no_auto,ride_hail,114,1.7351598173515983
6,atwork,no_auto,ride_hail_pooled,16,0.24353120243531204
6,atwork,no_auto,walk,1942,29.558599695585997
6,atwork,no_auto,walk_transit,2373,36.118721461187214
6,eatout,auto_deficient,bike,99,8.319327731092436
6,eatout,auto_deficient,bike_transit,15,1.2605042016806722
6,eatout,auto_deficient,car,328,27.563025210084035
6,eatout,auto_deficient,drive_transit,12,1.0084033613445378
6,eatout,auto_deficient,hov2,144,12.100840336134453
6,eatout,auto_deficient,hov3,150,12.605042016806722
6,eatout,auto_deficient,ride_hail,8,0.6722689075630253
6,eatout,auto_deficient,walk,319,26.80672268907563
6,eatout,auto_deficient,walk_transit,115,9.663865546218489
6,eatout,auto_sufficient,bike,838,4.848695249667303
6,eatout,auto_sufficient,bike_transit,221,1.2787131863681074
6,eatout,auto_sufficient,car,8183,47.34710409072499
6,eatout,auto_sufficient,drive_transit,67,0.38766417867268416
6,eatout,auto_sufficient,hov2,1649,9.541167621362032
6,eatout,auto_sufficient,hov3,3131,18.116067812301104
6,eatout,auto_sufficient,ride_hail,153,0.8852629751779205
6,eatout,auto_sufficient,ride_hail_pooled,17,0.09836255279754673
6,eatout,auto_sufficient,walk,2464,14.256784123126772
6,eatout,auto_sufficient,walk_transit,560,3.240178209801539
6,eatout,no_auto,bike,401,6.629194908249297
6,eatout,no_auto,bike_transit,256,4.232104480079352
6,eatout,no_auto,hov2,861,14.233757645891885
6,eatout,no_auto,hov3,294,4.860307488841131
6,eatout,no_auto,ride_hail,101,1.6696974706563068
6,eatout,no_auto,ride_hail_pooled,5,0.08265829062654984
6,eatout,no_auto,walk,2084,34.451975533145976
6,eatout,no_auto,walk_transit,2047,33.840304182509506
6,escort,auto_deficient,bike,196,9.028097650852143
6,escort,auto_deficient,bike_transit,38,1.7503454629203132
6,escort,auto_deficient,car,690,31.782588668816214
6,escort,auto_deficient,drive_transit,3,0.1381851681252879
6,escort,auto_deficient,hov2,216,9.949332105020728
6,escort,auto_deficient,hov3,280,12.8972823583602
6,escort,auto_deficient,ride_hail,36,1.6582220175034548
6,escort,auto_deficient,walk,526,24.22846614463381
6,escort,auto_deficient,walk_transit,186,8.567480423767849
